#timestamp [ns], temperature [degC], w_RS_S_x [rad s^-1], w_RS_S_y [rad s^-1], w_RS_S_z [rad s^-1], a_RS_S_x [m s^-2], a_RS_S_y [m s^-2], a_RS_S_z [m s^-2]
1891011881474167, 0, 0.0464104, 0.0777582, 0.4949160, -1.7271085, 10.0203127, -8.4595084
1891011891436167, 0, -0.1772699, 0.2534347, 0.4789277, -1.4028827, 10.8039331, -8.7225114
1891011901398167, 0, -0.2504604, 0.3748468, 0.4545241, -1.0166858, 10.9931396, -8.0706171
1891011911360167, 0, -0.0892857, 0.3973570, 0.4431157, -0.9559122, 11.1149863, -7.0781808
1891011921323167, 0, 0.2518794, 0.2335451, 0.4403276, -1.0675800, 11.4972913, -6.4774800
1891011931285167, 0, 0.3508590, -0.1138637, 0.4477676, -0.9268726, 12.0629649, -9.1346045
1891011941247167, 0, 0.0282703, -0.2328719, 0.4445327, 0.5590874, 12.6277405, -14.2165366
1891011951209167, 0, -0.1765854, 0.0252742, 0.4712634, 2.6638605, 11.8896254, -10.6442152
1891011961172167, 0, -0.3211434, 0.2341984, 0.3217405, 3.7094362, 12.1264330, -9.5154126
1891011971134167, 0, -0.3158456, 0.0523865, 0.1553776, 3.8799316, 12.5627756, -10.9660460
1891011981096167, 0, -0.1186926, -0.2317920, 0.0406944, 3.2775842, 11.9878212, -10.3777693
1891011991058167, 0, 0.1954571, -0.4388660, -0.0334179, 2.6732909, 11.3482013, -9.3155782
1891012001020167, 0, 0.5002338, -0.5333965, -0.1025786, 2.0920496, 10.8467441, -8.4822610
1891012010983167, 0, 0.7388536, -0.4937815, -0.1705608, 1.6968713, 10.4993166, -7.2422397
1891012020945167, 0, 0.8547061, -0.3254564, -0.2602649, 1.5985258, 10.5452710, -7.2952295
1891012030907167, 0, 0.8729892, -0.0234659, -0.3523165, 1.7187259, 10.1985919, -8.1493533
1891012040869167, 0, 0.8089983, 0.4193134, -0.3885120, 2.1257295, 9.3853331, -8.3283810
1891012050831167, 0, 0.5315600, 0.7399406, -0.4129141, 3.0181737, 9.3233620, -9.8635886
1891012060794167, 0, 0.0640466, 0.7666453, -0.4515323, 4.1878413, 9.5886104, -11.2065958
1891012070756167, 0, -0.4689736, 0.4964356, -0.4074408, 4.4912604, 9.7377003, -11.4808255
1891012080718167, 0, -0.8383564, 0.2562281, -0.3138306, 4.0558159, 9.1157437, -10.7742947
1891012090680167, 0, -0.9150975, 0.2461973, -0.1999469, 3.5546581, 8.0754071, -8.6087480
1891012100642167, 0, -0.8137811, 0.4149120, 0.0000442, 2.8222311, 7.3329510, -6.8138306
1891012110605167, 0, -0.6320959, 0.7734424, 0.3139702, 2.0407063, 6.9772906, -5.7745418
1891012120567167, 0, -0.4518732, 1.0026170, 0.6595723, 1.5365547, 6.7960176, -5.0093330
1891012130529042, 0, -0.4597314, 0.6970787, 0.8810104, 1.4374608, 6.4566733, -5.5169275
1891012140491042, 0, -0.5328184, 0.1139455, 0.9089483, 1.5732285, 6.2806393, -5.8730370
1891012150453042, 0, -0.4535670, -0.3203208, 0.7987049, 2.1025278, 6.5247816, -4.6771738
1891012160416042, 0, -0.1409664, -0.5432199, 0.6615223, 2.6625133, 6.5930397, -3.2427068
1891012170378042, 0, 0.2770385, -0.7185935, 0.5340208, 2.5572821, 6.2272005, -1.9592757
1891012180340042, 0, 0.6403043, -0.8753983, 0.4102027, 2.2754182, 5.7937019, -1.8615289
1891012190302042, 0, 0.8295201, -0.9381397, 0.2461437, 1.6676820, 5.3262241, -2.3346950
1891012200264042, 0, 0.8176005, -0.8729448, 0.1104570, 0.9621991, 4.7469287, -3.2043864
1891012210227042, 0, 0.6397965, -0.7029832, 0.1041360, 0.3674858, 4.2766068, -3.9478903
1891012220189042, 0, 0.3268908, -0.5462250, 0.1806593, -0.0932561, 3.9573207, -4.7502219
1891012230151042, 0, -0.0476248, -0.3183918, 0.1878445, 0.0959505, 3.1120285, -5.2471884
1891012240113042, 0, -0.4055845, -0.0588537, 0.1226559, 0.5240602, 2.2191353, -5.2334171
1891012250075042, 0, -0.6890884, 0.0552670, 0.0653907, 0.6905141, 1.8318906, -5.1281859
1891012260038042, 0, -0.8931217, 0.0535855, -0.0017907, 0.7710466, 1.6587007, -5.0260982
1891012270000042, 0, -0.9834119, -0.0424396, -0.0802320, 0.9186397, 1.5756235, -5.0055908
1891012279962042, 0, -0.9216537, -0.2342098, -0.1914120, 1.1439212, 1.6122972, -4.4415637
1891012289924042, 0, -0.7577506, -0.3858614, -0.3420188, 1.3492941, 1.7760567, -3.8944514
1891012299886042, 0, -0.5653297, -0.4709430, -0.4641136, 1.3618680, 1.9627185, -3.8040395
1891012309849042, 0, -0.4243745, -0.5299240, -0.5138615, 1.0758128, 2.3812482, -3.9453456
1891012319811042, 0, -0.3751494, -0.4929588, -0.5077676, 0.9126521, 3.0132339, -4.4068359
1891012329773042, 0, -0.4072194, -0.4105239, -0.4716458, 1.0579999, 3.5625916, -4.8470705
1891012339735042, 0, -0.5033603, -0.3293185, -0.4535984, 1.2033476, 4.1843985, -5.5040543
1891012349697042, 0, -0.5865173, -0.2542911, -0.4900866, 1.5173946, 4.7918353, -5.9779688
1891012359660042, 0, -0.5700153, -0.1270144, -0.5391681, 1.7622853, 5.1644106, -5.5184244
1891012369622042, 0, -0.4435593, 0.0262284, -0.5822040, 1.5950830, 5.5471646, -5.0783395
1891012379584042, 0, -0.2224104, 0.1411907, -0.5878779, 1.1737093, 5.8643550, -4.9264055
1891012389546042, 0, 0.0605286, 0.1461751, -0.5329158, 0.6991960, 6.3482986, -4.9361353
1891012399508042, 0, 0.3111337, 0.0612868, -0.4464987, 0.5161267, 7.0650082, -5.3295172
1891012409471042, 0, 0.4353808, -0.0368819, -0.3924855, 0.7801776, 7.9016185, -6.9470535
1891012419433042, 0, 0.4270536, -0.0993021, -0.3523663, 1.2169693, 8.4687891, -8.0134360
1891012429395042, 0, 0.3340246, -0.1624877, -0.2992954, 1.3662090, 8.8726492, -8.1309416
1891012439357042, 0, 0.1967445, -0.1367799, -0.2830863, 1.3621674, 9.5276871, -8.2384181
1891012449319042, 0, -0.0413389, -0.0126585, -0.3161630, 1.5558646, 10.0388741, -8.9180049
1891012459282042, 0, -0.3451664, 0.0966253, -0.3280231, 1.7545015, 10.2243384, -10.0730031
1891012469244042, 0, -0.5378318, 0.1804220, -0.3131057, 1.7076489, 10.1225500, -9.4405682
1891012479206042, 0, -0.5548675, 0.2029813, -0.3471332, 1.6455281, 10.3794159, -8.1189665
1891012489168042, 0, -0.4154555, 0.1855627, -0.4465823, 1.5097604, 10.9043742, -7.0618648
1891012499130042, 0, -0.2103013, 0.1838060, -0.5526062, 0.9342073, 11.1473190, -6.4155089
1891012509093042, 0, -0.2634167, 0.0873165, -0.6429366, 0.1788780, 11.7746645, -9.8204782
1891012519055042, 0, -0.5912250, -0.0994741, -0.6306120, 0.2163002, 12.7340195, -14.3207199
1891012529017042, 0, -0.7805110, -0.0869815, -0.5122894, 0.7030879, 12.0218005, -11.8087935
1891012538979042, 0, -0.7499906, -0.1250905, -0.4279442, 0.7330257, 12.1827159, -10.1203047
1891012548941042, 0, -0.4944843, -0.3571286, -0.4058918, 0.6764433, 12.5371788, -8.4301694
1891012558904042, 0, -0.0823995, -0.4584562, -0.4239366, 0.4260141, 12.3289618, -6.0736198
1891012568866042, 0, 0.3561435, -0.3409198, -0.4176689, -0.6312373, 12.1869072, -4.4494972
1891012578828042, 0, 0.6756578, -0.1572842, -0.3722894, -2.1368065, 12.1168529, -4.1962239
1891012588790042, 0, 0.8205279, -0.1059664, -0.3021625, -3.6658768, 12.1201460, -5.3256253
1891012598752042, 0, 0.8623563, -0.1624108, -0.2166913, -4.7609995, 11.9950063, -6.2505519
1891012608715042, 0, 0.7917405, -0.2848229, -0.1332545, -5.2307227, 11.8269058, -7.1548215
1891012618677042, 0, 0.5946069, -0.3816904, -0.0772434, -5.0018486, 11.6585060, -7.9177849
1891012628639042, 0, 0.3002557, -0.2287112, -0.0172139, -4.5057802, 11.0673853, -7.9537102
1891012638601042, 0, -0.0336352, 0.0091237, 0.0972797, -3.9932460, 10.2643053, -7.6546321
1891012648563042, 0, -0.3407198, 0.2054416, 0.2066328, -3.3088692, 10.0041463, -7.5805362
1891012658526042, 0, -0.5377561, 0.1470113, 0.2700754, -3.0855336, 9.7620996, -7.4290512
1891012668488042, 0, -0.5990024, -0.0249472, 0.3070582, -3.2317795, 9.3522519, -6.6969237
1891012678450042, 0, -0.6427430, -0.0197159, 0.3461550, -3.3022829, 9.3748549, -5.6407201
1891012688412042, 0, -0.7277964, 0.0036911, 0.4180124, -3.1400203, 9.4145224, -5.4634886
1891012698374042, 0, -0.7996485, -0.0241586, 0.5253919, -2.7913953, 9.2232202, -5.4076547
1891012708337042, 0, -0.8232417, -0.0991117, 0.5821841, -2.0466939, 9.1209828, -4.9299980
1891012718299042, 0, -0.7628774, -0.1834162, 0.5258433, -1.2249028, 9.0873029, -4.2429268
1891012728261042, 0, -0.6037943, -0.2792119, 0.4366234, -0.6682104, 8.8115762, -3.3858092
1891012738223042, 0, -0.3697240, -0.2435013, 0.3923877, -0.6821315, 8.3536784, -2.4798930
1891012748185042, 0, -0.1075275, -0.1571587, 0.3891041, -0.7710466, 7.6465489, -1.7574953
1891012758148042, 0, 0.1456086, 0.0475222, 0.4132091, -1.0629396, 6.6895889, -1.7060023
1891012768110042, 0, 0.3350339, 0.3208739, 0.4090930, -1.1258089, 6.0360480, -1.3825250
1891012778072042, 0, 0.4257891, 0.4796718, 0.3845825, -0.8066725, 5.4021162, -2.0532802
1891012788034042, 0, 0.4376168, 0.6607457, 0.3210342, -0.2339635, 4.9611333, -2.5857230
1891012797996042, 0, 0.4226895, 0.9578908, 0.2622215, 0.1737886, 4.5885580, -2.5385710
1891012807959042, 0, 0.4082786, 1.1595001, 0.2321038, 0.3272195, 4.1644899, -2.6436525
1891012817921042, 0, 0.4274839, 1.0716739, 0.1802499, 0.4845424, 4.0603065, -3.2635135
1891012827883042, 0, 0.5036616, 0.8066411, 0.0428926, 0.8906479, 4.0436911, -3.6048038
1891012837845042, 0, 0.6224758, 0.6262242, -0.1359341, 1.2037967, 3.8101767, -3.4572107
1891012847807042, 0, 0.7058879, 0.5773898, -0.2847018, 1.2331357, 3.6347415, -3.3356635
1891012857770042, 0, 0.6674569, 0.5739240, -0.3612376, 0.9788145, 3.4703833, -3.7681142
1891012867732042, 0, 0.5038298, 0.5841979, -0.3926882, 0.7241940, 3.3823663, -4.4718008
1891012877694042, 0, 0.2871905, 0.7049891, -0.4151988, 0.6424640, 3.3715887, -4.7415399
1891012887656042, 0, 0.0465467, 0.7731926, -0.4263106, 0.5899232, 3.4410443, -4.7800099
1891012897618042, 0, -0.1868655, 0.7112361, -0.4548269, 0.6027965, 3.7755986, -5.2702405
1891012907581042, 0, -0.3765643, 0.5377391, -0.5070429, 0.7358698, 4.0421942, -5.5321957
1891012917543042, 0, -0.5042866, 0.2720760, -0.5711045, 0.9865984, 4.1694296, -5.7981926
1891012927505042, 0, -0.6029857, 0.0469467, -0.6456581, 1.2811858, 4.4854225, -5.8348663
1891012937467042, 0, -0.7583599, -0.0784080, -0.7668660, 1.5980768, 4.7138475, -5.8321719
1891012947429042, 0, -1.0352956, -0.1998417, -0.9202816, 1.9728973, 4.7976732, -6.4577211
1891012957392042, 0, -1.3285531, -0.4011847, -0.9933285, 2.0143611, 5.3925362, -7.0461475
1891012967354042, 0, -1.4424578, -0.5178636, -0.9277111, 2.0743863, 5.6353313, -6.4012885
1891012977316042, 0, -1.3264457, -0.4681630, -0.8224276, 1.6881894, 5.6182668, -5.2690430
1891012987278042, 0, -1.0701537, -0.3138940, -0.7313306, 0.6893166, 6.6598009, -4.8581474
1891012997240042, 0, -0.7524085, -0.1482084, -0.6368835, 0.0700543, 7.6071808, -5.2040781
1891013007203042, 0, -0.4282954, -0.0604977, -0.5392707, -0.2595602, 8.2189586, -5.2206935
1891013017165042, 0, -0.1323277, -0.0761392, -0.5138713, -0.3694318, 8.9024373, -5.2620076
1891013027127042, 0, 0.1026462, -0.0995255, -0.5491196, -0.3438350, 9.7061160, -5.5250107
1891013037089042, 0, 0.2573223, -0.1035581, -0.5895855, -0.7598199, 10.3446881, -6.3598247
1891013047052042, 0, 0.3170778, -0.1818854, -0.6032614, -1.3933026, 10.7759413, -7.3964191
1891013057014042, 0, 0.3546753, -0.3614258, -0.5917661, -2.2752686, 11.2826376, -7.6423576
1891013066976042, 0, 0.4285242, -0.4327163, -0.5636114, -3.2774345, 11.5474370, -6.9087332
1891013076938042, 0, 0.5582683, -0.3209495, -0.4911743, -4.2605901, 11.5653996, -5.9685384
1891013086900042, 0, 0.7297309, -0.1815786, -0.3497234, -5.1563274, 11.6016243, -5.6640715
1891013096862042, 0, 0.9076141, -0.0976765, -0.2017302, -5.5456677, 11.6896413, -5.4838463
1891013106825042, 0, 0.9306560, 0.0623182, -0.1704407, -4.8349457, 12.0429066, -7.4905733
1891013116787042, 0, 0.6657961, 0.2869987, -0.2824442, -2.8389963, 13.2773895, -12.1451440
1891013126749042, 0, 0.4172342, 0.1873638, -0.2929088, -1.3404625, 13.1401250, -8.7769981
1891013136711500, 0, 0.1986209, 0.0784320, -0.2997532, -1.2189153, 12.6632167, -7.6913058
1891013146674500, 0, 0.0696161, 0.0156277, -0.3040329, -1.8808388, 12.8142526, -9.0901469
1891013156636500, 0, 0.0843032, 0.0177391, -0.1692865, -3.0243109, 12.0798798, -7.9963715
1891013166598500, 0, 0.1774541, 0.0856606, 0.0623670, -3.9176532, 10.8760831, -6.8299969
1891013176560500, 0, 0.3391504, 0.1536218, 0.2887687, -4.1595502, 10.2951411, -6.2328886
1891013186522500, 0, 0.6065520, 0.0769166, 0.4950809, -3.8833745, 10.0412691, -5.2494337
1891013196485500, 0, 1.0006114, -0.1341874, 0.6339426, -3.4765205, 9.7498251, -4.7638435
1891013206447500, 0, 1.4435757, -0.2214967, 0.6745787, -2.8693831, 9.8308067, -5.4564532
1891013216409500, 0, 1.7888991, -0.0514853, 0.7219347, -1.9742445, 9.8284117, -5.9640477
1891013226371500, 0, 1.9045058, 0.3130405, 0.8444269, -0.9126521, 9.5857663, -6.8082921
1891013236333500, 0, 1.7222098, 0.6362819, 1.0277935, 0.3439847, 9.6854590, -7.9469742
1891013246296500, 0, 1.2393686, 0.8835122, 1.1700380, 1.3837225, 10.0318387, -9.0289243
1891013256258500, 0, 0.4993235, 1.0072105, 1.2318548, 1.9175125, 10.2391576, -9.9044536
1891013266220500, 0, -0.4146206, 0.9170289, 1.2441999, 2.2222787, 9.6905484, -10.4843477
1891013276182500, 0, -1.3280362, 0.7396197, 1.2113066, 2.1269270, 8.7091891, -10.4448299
1891013286144500, 0, -2.0266442, 0.6185639, 1.1619390, 1.7530046, 7.9966708, -9.6580659
1891013296107500, 0, -2.3774214, 0.5674317, 1.1101546, 1.4843134, 7.8773689, -8.1179187
1891013306069500, 0, -2.3691490, 0.4818481, 1.1028744, 1.4919475, 8.0885797, -6.2424687
1891013316031500, 0, -2.0345917, 0.3724500, 1.1348954, 1.8380278, 8.1444136, -4.3888733
1891013325993500, 0, -1.4371296, 0.2241242, 1.1409304, 2.3143373, 8.1033989, -2.4921675
1891013335955500, 0, -0.6147521, 0.1142501, 0.9817315, 3.0891261, 8.3863106, -0.9249266
1891013345918500, 0, 0.3268503, 0.1806806, 0.6246926, 4.1112007, 8.6193759, 0.7223978
1891013355880500, 0, 1.1617185, 0.3075916, 0.2285554, 4.6023294, 8.3655038, 1.0770103
1891013365842500, 0, 1.7000291, 0.3309516, -0.1149218, 4.3945615, 7.8869490, -0.1228944
1891013375804500, 0, 1.8774314, 0.1635034, -0.3484403, 3.9761815, 7.5107812, -2.1673430
1891013385766500, 0, 1.7889798, -0.0788852, -0.4407097, 3.5301091, 7.1287756, -3.5739679
1891013395729500, 0, 1.5684592, -0.2504866, -0.4433015, 3.2301329, 6.2019031, -4.3167233
1891013405691500, 0, 1.3251301, -0.3913584, -0.4377845, 2.8238777, 5.2883528, -4.5596681
1891013415653500, 0, 1.0922875, -0.5362637, -0.4548056, 2.5012985, 4.5424539, -4.6095145
1891013425615500, 0, 0.8994305, -0.7002657, -0.5305502, 2.3447241, 3.8713994, -4.8358438
1891013435577500, 0, 0.7948540, -0.8442996, -0.6049474, 1.9845731, 3.4093103, -4.6466373
1891013445540500, 0, 0.7498266, -0.9445891, -0.6238806, 1.4456937, 2.9344977, -4.2534050
1891013455502500, 0, 0.7042442, -0.9193525, -0.5713429, 0.8701405, 2.2543121, -4.0091130
1891013465464500, 0, 0.6348654, -0.7400981, -0.4656684, 0.3710783, 1.4495856, -3.8483473
1891013475426500, 0, 0.5594308, -0.5419237, -0.3697898, -0.0136217, 1.0355466, -3.6098932
1891013485389500, 0, 0.4937900, -0.4563004, -0.3111840, -0.2061214, 1.0557545, -3.8440063
1891013495351500, 0, 0.4094629, -0.4795434, -0.2996389, -0.1658551, 1.3862672, -4.4023453
1891013505313500, 0, 0.2624524, -0.4670977, -0.2343784, -0.1689986, 1.3406122, -4.9722102
1891013515275500, 0, 0.0903965, -0.5334671, -0.1100176, -0.1531316, 1.1232642, -5.5148318
1891013525237500, 0, -0.0600668, -0.7077697, -0.0554715, 0.0935555, 1.7938696, -6.2532463
1891013535200500, 0, -0.1361336, -0.9049065, -0.1018569, 0.5203180, 2.7434949, -6.6294141
1891013545162500, 0, -0.1695121, -1.0282321, -0.2276875, 0.9978250, 3.4025743, -6.4945445
1891013555124500, 0, -0.2551508, -0.8606652, -0.3890804, 1.1079959, 3.7741017, -6.3508434
1891013565086500, 0, -0.4621546, -0.5276121, -0.4901474, 0.7688013, 3.9838156, -6.4464944
1891013575048500, 0, -0.7446364, -0.1325599, -0.4587476, 0.0826282, 4.2086481, -6.9744466
1891013585011500, 0, -0.9852524, 0.1814707, -0.2978160, -0.5610333, 4.3631268, -7.3804024
1891013594973500, 0, -1.0747280, 0.2078552, -0.1182433, -0.7318282, 4.7345045, -8.1038480
1891013604935500, 0, -0.9968521, -0.0298381, -0.0583355, -0.3109035, 5.7850200, -8.7975055
1891013614897500, 0, -0.8001363, -0.2926098, -0.1021855, 0.5842351, 6.8886749, -8.7009563
1891013624859500, 0, -0.5268787, -0.3267235, -0.1931085, 0.9690848, 7.4170761, -7.6016423
1891013634822500, 0, -0.2703061, -0.1639668, -0.2622188, 0.8548723, 7.7188486, -6.9075357
1891013644784500, 0, -0.1718772, 0.0340110, -0.3130873, 0.5806425, 8.2762894, -8.0171782
1891013654746500, 0, -0.2815566, -0.0109373, -0.3565280, 0.3486250, 8.7832851, -10.0382753
1891013664708500, 0, -0.3919041, -0.1098056, -0.3658573, 0.3028203, 9.1317604, -10.2391576
1891013674670500, 0, -0.3206062, -0.0525490, -0.3267555, -0.0788860, 9.9108902, -8.5726730
1891013684633500, 0, -0.1197775, 0.1542612, -0.3024730, -0.5566924, 10.6223607, -6.9461554
1891013694595500, 0, 0.0423546, 0.3969484, -0.3630983, -0.9791139, 11.1434271, -6.6286656
1891013704557500, 0, -0.0567677, 0.7604358, -0.4423236, -1.4651532, 11.6577576, -9.4514955
1891013714519500, 0, -0.6035503, 0.6374923, -0.3755470, -2.0378622, 12.0909567, -15.4249736
1891013724481500, 0, -0.8775438, 0.3270282, -0.1734104, -2.3703209, 11.3062885, -13.0495633
1891013734444500, 0, -0.6166536, 0.3065906, -0.0019007, -2.2649400, 11.5799194, -7.8709323
1891013744406500, 0, -0.1496872, 0.2795933, 0.0975465, -1.7028589, 11.8538498, -7.1629047
1891013754368500, 0, 0.3298807, 0.0742769, 0.1040849, -0.8114626, 11.2958102, -6.5295717
1891013764330500, 0, 0.8453787, -0.3402332, 0.0131025, -0.1375639, 11.6300652, -5.5862334
1891013774292500, 0, 1.3442580, -0.6555927, -0.1825786, 0.1026865, 12.4235651, -5.1034872
1891013784255500, 0, 1.6657870, -0.5933459, -0.4218175, -0.2472858, 12.5082889, -6.1490630
1891013794217500, 0, 1.7855259, -0.6254181, -0.6093720, -1.2355307, 11.9259998, -7.6440042
1891013804179500, 0, 1.8141330, -0.7812750, -0.7707028, -2.4680676, 11.3312865, -7.1383557
1891013814141500, 0, 1.7161804, -0.6911774, -0.9133204, -3.3480876, 11.0022707, -7.8728783
1891013824103500, 0, 1.5616915, -0.3638230, -0.9759090, -4.3821373, 10.1964963, -8.3851131
1891013834066500, 0, 1.4005604, 0.0036480, -0.9532559, -5.4926779, 9.6421989, -8.0704674
1891013844028500, 0, 1.1466714, 0.3378385, -0.8192586, -6.1299028, 9.4574831, -8.5532135
1891013853990500, 0, 0.7617442, 0.5873578, -0.5851242, -6.3149181, 9.0661967, -9.2756113
1891013863952500, 0, 0.3535762, 0.7458196, -0.3539599, -6.2909679, 8.7491560, -9.6508809
1891013873914500, 0, -0.0356062, 0.5624849, -0.1836953, -6.2903691, 8.6109933, -9.8593973
1891013883877500, 0, -0.3962120, 0.1647591, -0.0914218, -6.1635828, 8.2023431, -10.2866089
1891013893839500, 0, -0.6377794, -0.1868852, -0.0743776, -5.6715559, 7.4622821, -9.9230150
1891013903801500, 0, -0.7577602, -0.5010682, 0.0401709, -5.2039284, 7.0620145, -9.1241263
1891013913763500, 0, -0.6854018, -0.7844533, 0.2660487, -5.1889595, 6.9042426, -7.9855939
1891013923726500, 0, -0.4075281, -0.9210982, 0.4481759, -4.7583051, 6.7681755, -6.1821442
1891013933688500, 0, -0.0024235, -0.9472965, 0.5049306, -3.7597316, 6.6753685, -4.4462041
1891013943650500, 0, 0.4638654, -0.8907337, 0.5182607, -3.2403117, 6.6160918, -3.2841705
1891013953612500, 0, 0.8724822, -0.6538820, 0.5851734, -3.4105078, 5.7796312, -2.5297394
1891013963574500, 0, 1.1505194, -0.2556762, 0.6837472, -3.5995647, 4.8518605, -2.1121078
1891013973537500, 0, 1.2583252, 0.1879318, 0.8095437, -3.5938765, 4.5146118, -2.0939955
1891013983499500, 0, 1.1937071, 0.6015876, 0.9511658, -3.3111145, 4.0881487, -2.5810826
1891013993461500, 0, 1.0216522, 0.8972464, 1.0426047, -2.4041505, 3.6681221, -3.2611185
1891014003423500, 0, 0.8443286, 1.0535300, 1.0668900, -1.4895525, 3.6060013, -3.7601807
1891014013385500, 0, 0.6112943, 1.1645609, 0.9815501, -0.6716533, 3.2433055, -4.0029758
1891014023348500, 0, 0.2669702, 1.2315346, 0.7997683, 0.2137555, 2.3887326, -4.5940965
1891014033310500, 0, -0.1132637, 1.2265310, 0.6053355, 0.5227130, 1.9447559, -5.1424063
1891014043272500, 0, -0.4823901, 1.2165123, 0.4457109, 0.3974236, 1.4504837, -5.4118460
1891014053234500, 0, -0.7558320, 1.2225480, 0.3688217, -0.0422122, 0.7018904, -5.2997292
1891014063196500, 0, -0.8663886, 1.1483260, 0.3548406, -0.4757108, 0.0969983, -4.8621890
1891014073159500, 0, -0.8520116, 0.9227778, 0.3768256, -0.6179150, -0.3390450, -4.6533733
1891014083121500, 0, -0.8067833, 0.6291806, 0.4049781, -0.3577560, -0.4290079, -4.7979726
1891014093083500, 0, -0.7952774, 0.3318043, 0.4356290, 0.2948868, -0.0143701, -5.0207094
1891014103045500, 0, -0.8427579, 0.0860513, 0.4250208, 1.2344829, 0.8134085, -5.2769765
1891014113007500, 0, -0.9634904, -0.0680592, 0.3591499, 2.0222946, 1.8158739, -5.7648120
1891014122970500, 0, -1.1298610, -0.1775332, 0.2874427, 2.1704865, 2.5441095, -6.1743604
1891014132932542, 0, -1.2644100, -0.2523313, 0.2588521, 1.6528629, 3.4305661, -6.2487556
1891014142894542, 0, -1.3735530, -0.2980077, 0.2799382, 0.8982820, 4.4592270, -5.9604552
1891014152856542, 0, -1.5500759, -0.3563283, 0.3222129, 0.4822971, 5.1798285, -6.1956161
1891014162818542, 0, -1.7197647, -0.4363145, 0.3832015, 0.4596941, 5.7928038, -6.3846730
1891014172781542, 0, -1.7765106, -0.5491933, 0.4439276, 0.4725673, 6.5961832, -5.9112076
1891014182743542, 0, -1.7815959, -0.6462975, 0.5205622, 0.3972739, 7.3643857, -5.9694365
1891014192705542, 0, -1.8205497, -0.6740612, 0.6503913, 0.1296304, 7.9429326, -6.9614236
1891014202667542, 0, -1.8237377, -0.6612563, 0.8394417, -0.1249901, 8.3605641, -7.3001692
1891014212629542, 0, -1.7128706, -0.7664932, 1.0782905, -0.4321513, 8.8714517, -6.6503705
1891014222592542, 0, -1.4931612, -0.9817400, 1.2903184, -0.6715036, 9.7231805, -5.9474323
1891014232554542, 0, -1.1830925, -1.0759640, 1.3465080, -0.5051994, 10.8028853, -6.0354492
1891014242516542, 0, -0.8272852, -0.9890472, 1.2834127, -0.2356100, 11.9212097, -6.0062599
1891014252478542, 0, -0.5711170, -0.8822097, 1.2620039, -0.4108955, 12.5162224, -5.7199054
1891014262441542, 0, -0.4784707, -0.8908295, 1.2735462, -0.6944060, 12.5129292, -6.0537112
1891014272403542, 0, -0.3427688, -0.8491281, 1.2759780, -0.7804770, 12.3497685, -5.9116566
1891014282365542, 0, -0.0732225, -0.8303717, 1.2806250, -0.8851094, 12.4669748, -4.7684839
1891014292327542, 0, 0.2088842, -0.9760754, 1.3356757, -0.8752299, 12.9316086, -4.6402007
1891014302289542, 0, 0.2093964, -1.1276189, 1.3905230, -0.2118095, 13.8011504, -8.0029578
1891014312252542, 0, 0.0094044, -1.2742374, 1.4651802, 1.4174025, 14.4136766, -11.2529993
1891014322214542, 0, -0.0302269, -1.2848759, 1.5080943, 3.1124776, 12.9024193, -6.1933708
1891014332176542, 0, -0.1027434, -1.1243105, 1.3765837, 4.5914021, 12.4132365, -6.4367647
1891014342138542, 0, -0.1191988, -1.1864319, 1.1981229, 4.9536488, 12.6891129, -7.5817337
1891014352100542, 0, -0.0378323, -1.3700382, 1.0688578, 4.5804749, 11.9069893, -6.8885252
